name,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,seq_len,isoelectric_point,molecular_weight,triplet_MYG,triplet_TYG,triplet_GYG,triplet_QYG,triplet_SYG,triplet_HYG,triplet_unknown,triplet_CYG,triplet_TWG,triplet_AYG,triplet_SHG,triplet_DYG,triplet_SWG,triplet_KYG,triplet_LYG,triplet_EYG,triplet_LFG,triplet_NYG,triplet_QWG,triplet_LLG,triplet_AWG,triplet_THG,triplet_FYG,triplet_GZG,triplet_QFG,triplet_RYG,triplet_GAG,triplet_NIG,triplet_LHG,triplet_MWG,triplet_SYA,oligo_m,oligo_d,oligo_t,oligo_wd,oligo_other,switch_b,switch_ps,switch_pa,switch_pc,switch_other
mGeos-E,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.061946902654867256,0.061946902654867256,0.09292035398230089,0.03982300884955752,0.048672566371681415,0.09292035398230089,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.05309734513274336,226.0,7.120584297180176,25835.056100000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
htFuncLib_fast.3,0.03225806451612903,0.012096774193548387,0.07258064516129033,0.07258064516129033,0.04838709677419355,0.09274193548387097,0.06854838709677419,0.04838709677419355,0.07258064516129033,0.08064516129032258,0.028225806451612902,0.04838709677419355,0.04838709677419355,0.024193548387096774,0.028225806451612902,0.04032258064516129,0.056451612903225805,0.07258064516129033,0.008064516129032258,0.04435483870967742,248.0,5.822097587585449,28182.441900000027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LucY,0.06796116504854369,0.009708737864077669,0.05501618122977346,0.0744336569579288,0.019417475728155338,0.11326860841423948,0.045307443365695796,0.08090614886731391,0.07119741100323625,0.08414239482200647,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.042071197411003236,0.045307443365695796,0.045307443365695796,0.038834951456310676,0.08737864077669903,0.006472491909385114,0.016181229773462782,309.0,6.396512413024904,33710.267600000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mGrape3,0.0423728813559322,0.0,0.059322033898305086,0.09745762711864407,0.038135593220338986,0.1059322033898305,0.029661016949152543,0.029661016949152543,0.1059322033898305,0.059322033898305086,0.05508474576271186,0.025423728813559324,0.05508474576271186,0.029661016949152543,0.029661016949152543,0.05084745762711865,0.05508474576271186,0.0635593220338983,0.012711864406779662,0.05508474576271186,236.0,5.858417701721191,26770.068900000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mScarlet,0.04310344827586207,0.0,0.06465517241379311,0.09051724137931035,0.04741379310344827,0.10775862068965517,0.021551724137931036,0.03017241379310345,0.09482758620689655,0.05603448275862069,0.04741379310344827,0.021551724137931036,0.05603448275862069,0.03017241379310345,0.04741379310344827,0.04741379310344827,0.06896551724137931,0.0603448275862069,0.01293103448275862,0.05172413793103448,232.0,6.0198972702026365,26351.501200000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mGFPmut3,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.0546218487394958,0.09663865546218488,0.04201680672268908,0.05042016806722689,0.08823529411764706,0.07983193277310924,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.037815126050420166,0.06302521008403361,0.07142857142857142,0.004201680672268907,0.046218487394957986,238.0,5.795326423645019,26897.06360000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mTFP1,0.0423728813559322,0.0,0.07627118644067797,0.0847457627118644,0.046610169491525424,0.08898305084745763,0.03389830508474576,0.05508474576271186,0.1059322033898305,0.05084745762711865,0.038135593220338986,0.046610169491525424,0.046610169491525424,0.00847457627118644,0.03389830508474576,0.0423728813559322,0.0635593220338983,0.07203389830508475,0.00847457627118644,0.05508474576271186,236.0,5.934127235412597,26906.132200000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mKikGR,0.04741379310344827,0.008620689655172414,0.05603448275862069,0.08620689655172414,0.05172413793103448,0.09482758620689655,0.03017241379310345,0.04310344827586207,0.07758620689655173,0.04310344827586207,0.03879310344827586,0.03879310344827586,0.03879310344827586,0.021551724137931036,0.04310344827586207,0.05172413793103448,0.07327586206896551,0.07758620689655173,0.008620689655172414,0.06896551724137931,232.0,5.837841987609862,26451.487000000012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dimer1,0.035398230088495575,0.004424778761061947,0.05752212389380531,0.08849557522123894,0.05752212389380531,0.09734513274336283,0.030973451327433628,0.03982300884955752,0.09292035398230089,0.061946902654867256,0.030973451327433628,0.017699115044247787,0.05309734513274336,0.03982300884955752,0.03982300884955752,0.048672566371681415,0.048672566371681415,0.084070796460177,0.01327433628318584,0.05752212389380531,226.0,6.186549186706543,25923.166200000014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
zFP538,0.05194805194805195,0.03463203463203463,0.05194805194805195,0.06060606060606061,0.05627705627705628,0.08658008658008658,0.03463203463203463,0.06493506493506493,0.09523809523809523,0.05627705627705628,0.04329004329004329,0.03896103896103896,0.05194805194805195,0.030303030303030304,0.025974025974025976,0.05627705627705628,0.04329004329004329,0.05627705627705628,0.017316017316017316,0.04329004329004329,231.0,8.04689540863037,26170.9442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
deGFP3,0.03361344537815126,0.012605042016806723,0.07563025210084033,0.06722689075630252,0.0546218487394958,0.09243697478991597,0.04201680672268908,0.05042016806722689,0.08403361344537816,0.07983193277310924,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.04201680672268908,0.06302521008403361,0.07142857142857142,0.004201680672268907,0.046218487394957986,238.0,5.670394325256347,26902.060200000018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Crimson,0.04564315352697095,0.016597510373443983,0.04564315352697095,0.08713692946058091,0.04564315352697095,0.1037344398340249,0.029045643153526972,0.024896265560165973,0.0912863070539419,0.08713692946058091,0.03734439834024896,0.03734439834024896,0.05394190871369295,0.029045643153526972,0.03734439834024896,0.03734439834024896,0.06639004149377593,0.06639004149377593,0.008298755186721992,0.04979253112033195,241.0,6.665815544128418,27160.727400000018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Kohinoor,0.05357142857142857,0.017857142857142856,0.07142857142857142,0.06696428571428571,0.04017857142857143,0.09375,0.04017857142857143,0.05803571428571429,0.08482142857142858,0.05803571428571429,0.03125,0.04017857142857143,0.05357142857142857,0.022321428571428572,0.04017857142857143,0.05357142857142857,0.03125,0.07142857142857142,0.008928571428571428,0.0625,224.0,6.305854225158692,25348.48720000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kohinoor2.0,0.05357142857142857,0.017857142857142856,0.07142857142857142,0.0625,0.04017857142857143,0.09375,0.04017857142857143,0.05803571428571429,0.08482142857142858,0.05803571428571429,0.03125,0.044642857142857144,0.05357142857142857,0.022321428571428572,0.03571428571428571,0.049107142857142856,0.03125,0.08482142857142858,0.008928571428571428,0.05803571428571429,224.0,6.303410148620606,25224.43260000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
SGFP1,0.03765690376569038,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.08786610878661087,0.09205020920502092,0.02092050209205021,0.05439330543933055,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.03347280334728033,0.07112970711297072,0.06694560669456066,0.0041841004184100415,0.04602510460251046,239.0,5.713932991027832,26908.104700000018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LSSA12,0.03765690376569038,0.0,0.0794979079497908,0.06694560669456066,0.04602510460251046,0.09205020920502092,0.04184100418410042,0.0502092050209205,0.08368200836820083,0.08786610878661087,0.02510460251046025,0.058577405857740586,0.04184100418410042,0.02510460251046025,0.029288702928870293,0.04184100418410042,0.06276150627615062,0.08368200836820083,0.0041841004184100415,0.04184100418410042,239.0,5.67346363067627,26859.014100000022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mKG,0.05504587155963303,0.0045871559633027525,0.045871559633027525,0.0963302752293578,0.05504587155963303,0.10550458715596331,0.045871559633027525,0.04128440366972477,0.06422018348623854,0.05045871559633028,0.045871559633027525,0.027522935779816515,0.05045871559633028,0.022935779816513763,0.03669724770642202,0.06422018348623854,0.06422018348623854,0.06880733944954129,0.009174311926605505,0.045871559633027525,218.0,5.5636507034301745,24424.211700000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
miniSOG2,0.02830188679245283,0.0,0.07547169811320754,0.07547169811320754,0.0660377358490566,0.05660377358490566,0.009433962264150943,0.09433962264150944,0.05660377358490566,0.09433962264150944,0.009433962264150943,0.03773584905660377,0.05660377358490566,0.07547169811320754,0.08490566037735849,0.04716981132075472,0.05660377358490566,0.03773584905660377,0.009433962264150943,0.02830188679245283,106.0,5.816982078552246,12441.97559999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mEosEM,0.05726872246696035,0.00881057268722467,0.07048458149779736,0.06607929515418502,0.05726872246696035,0.09691629955947137,0.039647577092511016,0.04405286343612335,0.0881057268722467,0.05726872246696035,0.039647577092511016,0.048458149779735685,0.048458149779735685,0.01762114537444934,0.048458149779735685,0.030837004405286344,0.05726872246696035,0.06167400881057269,0.00881057268722467,0.05286343612334802,227.0,7.127973365783691,25872.078000000016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CGP,0.05333333333333334,0.013333333333333334,0.07555555555555556,0.06666666666666667,0.05333333333333334,0.08,0.02666666666666667,0.04888888888888889,0.1111111111111111,0.057777777777777775,0.044444444444444446,0.02666666666666667,0.057777777777777775,0.02666666666666667,0.04,0.035555555555555556,0.06222222222222222,0.05333333333333334,0.008888888888888889,0.057777777777777775,225.0,8.238430976867676,25838.345400000013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
htFuncLib_slow.3,0.024193548387096774,0.012096774193548387,0.07258064516129033,0.07258064516129033,0.04838709677419355,0.09274193548387097,0.06854838709677419,0.04838709677419355,0.07258064516129033,0.0846774193548387,0.024193548387096774,0.04838709677419355,0.04435483870967742,0.024193548387096774,0.028225806451612902,0.04032258064516129,0.06048387096774194,0.08064516129032258,0.008064516129032258,0.04435483870967742,248.0,5.822097587585449,28224.498400000026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Thermostable Green Protein,0.05855855855855856,0.013513513513513514,0.07207207207207207,0.0990990990990991,0.04954954954954955,0.08558558558558559,0.03153153153153153,0.05405405405405406,0.08108108108108109,0.05855855855855856,0.036036036036036036,0.02252252252252252,0.05855855855855856,0.02252252252252252,0.04054054054054054,0.036036036036036036,0.05855855855855856,0.04954954954954955,0.009009009009009009,0.06306306306306306,222.0,5.145145225524902,25419.416700000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
htFuncLib_sf:acid.4,0.0321285140562249,0.008032128514056224,0.07228915662650602,0.0642570281124498,0.04417670682730924,0.09236947791164658,0.060240963855421686,0.040160642570281124,0.08032128514056225,0.08835341365461848,0.024096385542168676,0.05220883534136546,0.040160642570281124,0.024096385542168676,0.0321285140562249,0.04819277108433735,0.07630522088353414,0.08032128514056225,0.004016064257028112,0.03614457831325301,249.0,6.18973217010498,27966.204900000022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Channelrhodopsin2,0.08276797829036635,0.012211668928086838,0.023066485753052916,0.04748982360922659,0.033921302578018994,0.18317503392130258,0.014925373134328358,0.04206241519674356,0.025780189959294438,0.08819538670284939,0.08955223880597014,0.06105834464043419,0.029850746268656716,0.036635006784260515,0.035278154681139755,0.051560379918588875,0.04341926729986431,0.06105834464043419,0.016282225237449117,0.021709633649932156,737.0,5.943789863586425,77246.58640000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
psamCFP,0.034782608695652174,0.030434782608695653,0.05652173913043478,0.06086956521739131,0.06956521739130435,0.08260869565217391,0.0391304347826087,0.02608695652173913,0.09130434782608696,0.06086956521739131,0.030434782608695653,0.0391304347826087,0.06521739130434782,0.030434782608695653,0.02608695652173913,0.06086956521739131,0.09130434782608696,0.06086956521739131,0.008695652173913044,0.034782608695652174,230.0,7.09864444732666,25884.096000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
d2EosFP,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.061946902654867256,0.061946902654867256,0.09292035398230089,0.05309734513274336,0.048672566371681415,0.084070796460177,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.048672566371681415,0.05752212389380531,0.008849557522123894,0.048672566371681415,226.0,6.631541633605957,25824.98330000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
htFuncLib_sf:fast.3,0.040160642570281124,0.008032128514056224,0.07228915662650602,0.0642570281124498,0.04417670682730924,0.09236947791164658,0.060240963855421686,0.04417670682730924,0.08032128514056225,0.08032128514056225,0.024096385542168676,0.05220883534136546,0.04417670682730924,0.024096385542168676,0.0321285140562249,0.04819277108433735,0.06827309236947791,0.08032128514056225,0.004016064257028112,0.03614457831325301,249.0,6.18973217010498,27890.110500000024,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
miRFP2,0.07348242811501597,0.022364217252396165,0.04792332268370607,0.06070287539936102,0.02875399361022364,0.08626198083067092,0.04153354632587859,0.06070287539936102,0.009584664536741214,0.134185303514377,0.025559105431309903,0.01597444089456869,0.06389776357827476,0.025559105431309903,0.07667731629392971,0.0670926517571885,0.04792332268370607,0.07987220447284345,0.003194888178913738,0.02875399361022364,313.0,5.993751335144043,34303.27589999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
afCFP,0.05309734513274336,0.022123893805309734,0.07079646017699115,0.07079646017699115,0.04424778761061947,0.07964601769911504,0.02654867256637168,0.05309734513274336,0.08849557522123894,0.061946902654867256,0.03982300884955752,0.048672566371681415,0.05309734513274336,0.030973451327433628,0.03982300884955752,0.03982300884955752,0.05752212389380531,0.05752212389380531,0.008849557522123894,0.05309734513274336,226.0,6.091741752624511,25742.026100000017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
anobCFP2,0.05627705627705628,0.012987012987012988,0.04329004329004329,0.06493506493506493,0.06060606060606061,0.10822510822510822,0.047619047619047616,0.03896103896103896,0.08225108225108226,0.05194805194805195,0.03896103896103896,0.030303030303030304,0.05627705627705628,0.03463203463203463,0.021645021645021644,0.05627705627705628,0.06493506493506493,0.0735930735930736,0.008658008658008658,0.047619047619047616,231.0,6.829170799255372,25694.929300000007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dendra2,0.0391304347826087,0.013043478260869565,0.05652173913043478,0.06956521739130435,0.05217391304347826,0.08695652173913043,0.034782608695652174,0.04782608695652174,0.08260869565217391,0.07391304347826087,0.02608695652173913,0.05652173913043478,0.06086956521739131,0.02608695652173913,0.034782608695652174,0.0391304347826087,0.06521739130434782,0.07391304347826087,0.013043478260869565,0.04782608695652174,230.0,6.44982738494873,26124.41730000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
miniSOG,0.02830188679245283,0.0,0.07547169811320754,0.07547169811320754,0.05660377358490566,0.07547169811320754,0.009433962264150943,0.08490566037735849,0.05660377358490566,0.10377358490566038,0.018867924528301886,0.03773584905660377,0.04716981132075472,0.08490566037735849,0.07547169811320754,0.03773584905660377,0.05660377358490566,0.03773584905660377,0.009433962264150943,0.02830188679245283,106.0,5.376252555847168,12327.851399999992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GFPxm18,0.03361344537815126,0.012605042016806723,0.06722689075630252,0.07563025210084033,0.06302521008403361,0.10504201680672269,0.046218487394957986,0.06302521008403361,0.07563025210084033,0.07563025210084033,0.03361344537815126,0.0546218487394958,0.04201680672268908,0.025210084033613446,0.03361344537815126,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.004201680672268907,0.04201680672268908,238.0,5.755254936218263,26998.32780000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
htFuncLib_slow.4,0.024193548387096774,0.012096774193548387,0.07661290322580645,0.07661290322580645,0.05241935483870968,0.09274193548387097,0.07258064516129033,0.04435483870967742,0.07258064516129033,0.0846774193548387,0.028225806451612902,0.04838709677419355,0.04435483870967742,0.024193548387096774,0.024193548387096774,0.04032258064516129,0.06048387096774194,0.06854838709677419,0.008064516129032258,0.04435483870967742,248.0,5.635665702819824,28317.47260000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mKikGR,0.04741379310344827,0.008620689655172414,0.05603448275862069,0.08620689655172414,0.05172413793103448,0.09482758620689655,0.03017241379310345,0.04310344827586207,0.07758620689655173,0.04310344827586207,0.03879310344827586,0.03879310344827586,0.03879310344827586,0.021551724137931036,0.04310344827586207,0.05172413793103448,0.07327586206896551,0.07758620689655173,0.008620689655172414,0.06896551724137931,232.0,5.837841987609862,26451.487000000012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
moxDendra2,0.04782608695652174,0.0,0.05652173913043478,0.06956521739130435,0.05217391304347826,0.08695652173913043,0.034782608695652174,0.04782608695652174,0.08260869565217391,0.07391304347826087,0.02608695652173913,0.04782608695652174,0.06086956521739131,0.034782608695652174,0.034782608695652174,0.0391304347826087,0.06956521739130435,0.07391304347826087,0.013043478260869565,0.04782608695652174,230.0,6.4517030715942365,26086.301500000012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
